Establishment ID,Name,Address,Zip Code,Owner,License Number,License Type,Most Recent License Date,Establishment Type,Status,Restaurant Complexity Level,Review Frequency in Days,Location
1389,Tabernacle Missionary Baptist Church,6125 Beechwood St,4821,Tabernacle Missionary Baptist ,035541,Fixed Establishment,,Food Service Establishment,Open,,365,"location
(42.34939, -83.11937)"
3366,Tabernacle Missionary Baptist Church,2080 W Grand Blvd,48208,Tabernacle Missionary Baptist ,229306,Fixed Establishment,,Food Service Establishment,Open,,365,"location
(42.35632, -83.1095)"
1199,Taco Bell #24449,15624 W McNichols Rd,48235,"Sundance, Inc./Pete Lyders",060509,Fixed Establishment,04/28/2017,Food Service Establishment,Open,,365,"location
(42.41623, -83.20124)"
1493,Taco Bell #4014,14000 Livernois Ave,48238,Sundance Inc.- Lyders Pete,035701,Fixed Establishment,,Food Service Establishment,Open,,365,"location
(42.39147, -83.13958)"
51622776,Taco Palace,14458 Grand River Ave,48227,Tonia Watts,229399,Fixed Establishment,,Food Service Establishment,,,180,"location
(42.38833, -83.18682)"
3812,Tacos El Caballo,8084 Rathbone St,48209,Jose de Jesus Barbados,037829,Mobile Food Establishment,04/12/2016,LHD - Mobile Food Establishmen,Open,,395,"location
(42.304, -83.12372)"
51622746,Tacos El Rodeo,1949 Michigan Ave,48216,Mauren & Emily Galvez,ps043018,Mobile Food Establishment,,LHD - Mobile Food Establishmen,Open,,395,"location
(42.22753, -83.19549)"
3143,Tacos El Taquito Mexican Food,1985 Military St,48209,Arturo Gomez,038405,Mobile Food Establishment,04/12/2016,LHD - Mobile Food Establishmen,Open,,395,"location
(42.31681, -83.10793)"
4241,Tacos El Toro #3,8191 Chamberlain St,48209,Filiberto Magana,221984,Mobile Food Establishment,04/12/2018,LHD - Mobile Food Establishmen,Open,,395,"location
(42.30228, -83.12461)"
4662,Tacos Morelotes,1494 Junction Ave,48209,Cecilia Juarez-Vargas,038308,Mobile Food Establishment,04/12/2016,LHD - Mobile Food Establishmen,Open,Medium,395,"location
(42.31536, -83.0998)"
51622712,Tacos Regios Mexican Grill,2257 Waterman St,48209,Gloria Herenandez,229208,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.31535, -83.11682)"
1559,Tai Hing Carry Out,1114 Holcomb St,48214,Chuan Bo Zou,053570,Fixed Establishment,04/20/2018,Food Service Establishment,Open,,180,"location
(42.35773, -82.98626)"
4281,Tai Ho,23720 W Seven Mile Rd,48219,Chuan Bo Zou,070461,Fixed Establishment,04/28/2017,Food Service Establishment,Temporarily Closed,,180,"location
(42.42934, -83.27446)"
51622557,Takito Loko,17966 Harman St,48122,Jose Gonzalez Cruz,221040,Mobile Food Establishment,08/17/2018,,,High,395,"location
(42.28677, -83.18868)"
5113,Takoi,2520 Michigan Ave,48216,Brad Greenhill,082857,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,185,"location
(42.33166, -83.08085)"
51622856,T.A. Krispy Chicken,18525 W Seven Mile Rd,48219,Alaam S. Fadel,100518jb,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.42962, -83.22499)"
1056,Tameleria Nuevo Leon,2669 Vernor StW,48216,Tamaleria N L Inc.,072036,Fixed Establishment,04/14/2015,Food Service Establishment,Open,,365,
3926,Taqueria Camino Real,1100 Central,48209,Alfonso Lopez,202835,Fixed Establishment,,Food Service Establishment,,,180,"location
(42.30416, -83.11824)"
201,Taqueria El Nacimiento,7400 Vernor St W,48209,Rodrigo A Padilla,033819,Fixed Establishment,04/30/2015,Food Service Establishment,Open,,180,
1500,Taqueria El Rey,4730 Vernor StW,48209,Eliseo Fuentes,035714,Fixed Establishment,,Food Service Establishment,Open,,180,
2312,Taqueria La Salsa Mexican Cuisine,1310 Oakwood Blvd S,48217,Ignacio Aguirre Gomez,043308,Fixed Establishment,04/25/2016,Food Service Establishment,Open,,180,"location
(42.28569, -83.16277)"
454,Taqueria Los Altos,7056 Vernor StW,48209,Adan Lopez,034238,Fixed Establishment,04/26/2016,Food Service Establishment,Open,,180,
1632,Taqueria Lupitas,3443 Bagley,48216,ADAN LOPEZ,035960,Fixed Establishment,04/28/2017,Food Service Establishment,Open,,180,"location
(42.32285, -83.08562)"
514,Taqueria Mi Pueblo,7278 Dix Ave,48209,Lopez Jose Jesus,034343,Fixed Establishment,04/22/2015,Food Service Establishment,Open,,180,"location
(42.31715, -83.12416)"
51622565,Tasty Bob's,13000 E Warren Ave,48215,Bobby J. Buckley,220237,Fixed Establishment,07/07/2017,Food Service Establishment,Open,,90,"location
(42.39234, -82.9667)"
3823,Tasty Dawg,22623 Frisbee St,48219,Joseph W. Ferguson,037831,Mobile Food Establishment,04/24/2013,LHD - Mobile Food Establishmen,Open,,395,"location
(42.43507, -83.26674)"
5032,Tasty World,19102 Woodward,48201,Mike Bahri,081279,Fixed Establishment,,Food Service Establishment,Permanently Closed,,180,"location
(42.43242, -83.11461)"
1432,Taylor Made Burgers,4844 E Seven Mile Rd,48234,Jaylen Jackson,062428,Fixed Establishment,04/22/2016,Food Service Establishment,Open,High,180,"location
(42.43308, -83.05463)"
1043,Ted's Cafe DBA The Baltimore,1234 Randolph St,48226,Hilda Neda,035100,Fixed Establishment,04/19/2018,Food Service Establishment,Open,,365,"location
(42.33427, -83.04482)"
1305,Teenie's Deli Inc.,18244 W Seven Mile Rd,48219,Johnnie L. Christopher,035422,Fixed Establishment,05/07/2018,Food Service Establishment,Open,,180,"location
(42.43022, -83.22148)"
660,Telway System,6820 Michigan Ave,4821,Earl Owens,034588,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.33139, -83.12787)"
692,Temple Bar,2906 Cass,48201,George Boukas,068426,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,365,"location
(42.3422, -83.0584)"
345,Teresa's Place,14000 W McNichols Rd,48235,Russell Squire,034052,Fixed Establishment,04/17/2018,Food Service Establishment,Open,,180,"location
(42.4166, -83.18338)"
4182,Terrace Cafe,150 W Jefferson Ave. STE 180,48226,Linda Dally,076895,Fixed Establishment,05/02/2018,Food Service Establishment,Open,,365,"location
(42.32842, -83.04655)"
1872,Terry's Casablanca,6366 Gratiot Ave              ,48207,"Casablanca, Inc",ps073118,Fixed Establishment,04/14/2016,Food Service Establishment,Open,,365,"location
(42.36556, -83.02314)"
5318,Test Facility,Test,,,Test,,,Food Service Establishment,Open,,90,
2676,Texas Bar and Grill,14619 Kercheval,48215,Rose Tucker,046768,Fixed Establishment,04/27/2018,Food Service Establishment,Open,,365,"location
(42.37957, -82.94579)"
4321,Texas De Brazil,1000 Woodward Ave,48226,Texas De Brazil,071122,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,180,"location
(42.3328, -83.04668)"
5422,Texas Fish and Chicken,5207 E 7 Mile Rd,48234,Kamrul Hussain,208201,Fixed Establishment,,Food Service Establishment,Open,,180,"location
(42.43365, -83.05116)"
51622694,The Annex,24 W Adams,48226,,224668,Fixed Establishment,04/19/2018,Food Service Establishment,Open,,365,"location
(42.33687, -83.0513)"
5208,"The Avenue ""An International Kitchen""",19163 Livernois Ave,48221,Vincent Sheffield,083434,Fixed Establishment,,Food Service Establishment,Temporarily Closed,High,180,"location
(42.43254, -83.14189)"
5131,The Bad Luck,1218 Griswold St,48226,Yani Frye,209349,Fixed Establishment,04/19/2018,Food Service Establishment,Open,Medium,365,"location
(42.33268, -83.04897)"
4825,The Bakery,6749 Greenfield,48228,Emad Hamdan,078736,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.34094, -83.19659)"
3496,The Bean Bar,249 W Congress St,48226,Team Way Inc.,066471,Fixed Establishment,05/05/2017,Food Service Establishment,Permanently Closed,Medium,365,"location
(42.32894, -83.04859)"
4392,The Bottom Line Coffee House,4474 Third St,48201,Patricia Harris,072259,Fixed Establishment,04/30/2018,Food Service Establishment,Open,Medium,365,"location
(42.35153, -83.06899)"
4393,The Buhl Bar,535 Griswold Ste 103,48226,James Vandyke,073082,Fixed Establishment,04/19/2018,Food Service Establishment,Open,,365,"location
(42.32943, -83.04694)"
5194,The Caucus Club,150 W Congress,48226,George Sboukis,217955,Fixed Establishment,04/19/2018,Food Service Establishment,Open,High,180,"location
(42.32972, -83.04767)"
51622616,The City Bakery,3011 W Grand Blvd,48202,Maury Rubin,226468,Fixed Establishment,01/25/2018,Food Service Establishment,Open,High,180,"location
(42.36893, -83.07898)"
3627,The Coffee Shop & Deli,"3044 W Grand Blvd., Ste. 1429",48202,Bureau of Services for Blind P,082025,Fixed Establishment,06/07/2018,Food Service Establishment,Permanently Closed,High,180,"location
(42.36875, -83.07536)"
51622465,The Commons,7900 Mack Ave,48214,MACC Development,221988,Fixed Establishment,05/02/2018,Food Service Establishment,Open,Medium,365,"location
(42.36642, -83.00677)"
2076,The Coney Man,3031 W Grand Blvd. ,48202,Mike's American Coney,039864,Fixed Establishment,07/31/2018,Food Service Establishment,Open,High,180,"location
(42.37007, -83.07621)"
51622735,The Custard Hut,18435 Plymouth Rd,48228,Michael Saad,229276,Fixed Establishment,,Food Service Establishment,Seasonal,High,180,"location
(42.37212, -83.22088)"
51622597,The Den Sports Grill and Bar,17175 Harper Ave,48224,Brookins Way LLC,220245,Fixed Establishment,,Food Service Establishment,,,90,"location
(42.41722, -82.9355)"
240,The Detroit Club ,712 Cass Ave,48226,Detroit Club Management Corp,079089,Fixed Establishment,03/22/2018,Food Service Establishment,Open,Medium,365,"location
(42.32964, -83.05073)"
5075,The Detroit Lemonade Co.,74 Wellesley St,48069,Matthew Ruzzin,039987,Special Transitory Food Unit,,LHD - Mobile Food Establishmen,Open,Low,395,"location
(42.31972, -83.18156)"
4854,The Detroit Pizza Co. /Nom Nom's Cupcake,15 E Kirby St,48202,LA Wier Inc,078543,Fixed Establishment,05/04/2017,Food Service Establishment,Permanently Closed,Medium,365,"location
(42.36049, -83.06606)"
3958,The District Bar and Grill,150 Jefferson W Suite 125,48226,Shawn O Pendleton,202859,Fixed Establishment,05/04/2018,Food Service Establishment,Open,High,180,"location
(42.32878, -83.04368)"
5388,The Drink Hall,408 W Congress,48226,Det. Post Bar/Ujwal Velagapudi,210877,Fixed Establishment,,Food Service Establishment,Permanently Closed,,365,"location
(42.32838, -83.05019)"
51622477,The Eastern,3434 Russell St Unit 501,48207,South of Baseline LLC,220251,Fixed Establishment,05/04/2018,Food Service Establishment,Open,Medium,365,"location
(42.35099, -83.04294)"
51622591,The Farmer's Hand LLC /DBA Folk,1701 Trumbull Ste B,48216,Rohani Foulkes,226552,Fixed Establishment,12/07/2017,Food Service Establishment,Open,High,180,"location
(42.32954, -83.06586)"
2637,The Fillmore Detroit (State Bar/Theatre),2101-2115 Woodward Ste 971,48201,Live Nation/ Michigan Holdings,046667,Fixed Establishment,04/30/2018,Food Service Establishment,Open,Medium,365,"location
(42.33766, -83.05142)"
5268,The Fountain Detroit,800 Woodward Ave,48226,800 Parc LLC,202853,Fixed Establishment,05/04/2018,Food Service Establishment,Seasonal,,365,"location
(42.33156, -83.04685)"
5408,The French Cow (Crepes Shop),1349 Beaconsfield Ave,4823,Marie Wallace,221041,Mobile Food Establishment,,LHD - Special Transitory Food,Open,,365,"location
(42.38496, -82.94075)"
4408,The Great Lakes Coffee Roasting Co.,3965 Woodward Ave,48201,DS Cafe Ventures Ave (Lisa Mir,078338,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.35032, -83.06022)"
1202,The Greek,535 Monroe St,48226,Zina Karadimas,069263,Fixed Establishment,04/27/2018,Food Service Establishment,Open,High,180,"location
(42.33537, -83.04205)"
1687,The Green Room,120 W Congress,48226,Steve Zuccaro ,202857,Fixed Establishment,05/05/2017,Food Service Establishment,Permanently Closed,Medium,365,"location
(42.32975, -83.04703)"
5370,The Griot Music Lounge,66 E Forest Ave,48201,Scott Boswell,210881,Fixed Establishment,05/02/2018,Food Service Establishment,Open,Medium,365,"location
(42.26166, -83.13403)"
5418,The Guardian Cafe,500 Griswold St,48226,Dimitri Vasilos,226470,Fixed Establishment,02/27/2018,Food Service Establishment,Open,Medium,365,"location
(42.32958, -83.04611)"
1345,The Ham Palace,4700 E Davison Ave,48212,Nua Gojcaj,050702,Fixed Establishment,05/05/2017,Food Service Establishment,Open,High,180,"location
(42.41775, -83.05482)"
3920,The Ham Shoppe,330 Monroe St,48226,Sulejman Abdulai,064825,Fixed Establishment,04/25/2018,Food Service Establishment,Open,,180,"location
(42.33407, -83.04444)"
4334,The Hudson Cafe,1241 Woodward Ave,48226,Thomas Teknos,073084,Fixed Establishment,04/27/2018,Food Service Establishment,Open,High,180,"location
(42.33335, -83.04859)"
51622516,The In Les Place,415 Burns,48214,India Smith,218256,Fixed Establishment,04/30/2018,Food Service Establishment,Open,High,180,"location
(42.35335, -82.98903)"
4915,The Jamaican Pot,14615 W Eight Mile Rd,48235,Rosemarie Forrest,078542,Fixed Establishment,04/26/2018,Food Service Establishment,Open,High,180,"location
(42.44464, -83.19108)"
4112,The Keep,140 Cadillac Sq,48226,Dena Hamilton,069402,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,180,"location
(42.33134, -83.04368)"
4345,The Magic Stick/Alley Deck,4120 Woodward Ave,48201,Joseph Zainea,218257,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.35084, -83.06011)"
5129,The Marble Bar,1501 Holden ,48208,Raphael Blake,204145,Fixed Establishment,,Food Service Establishment,Plan Review,,365,"location
(42.36302, -83.0852)"
51622580,The New  Conant Street Grill,19132 Conant St,48234,Darrius Tumpkins,224660,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.43346, -83.07379)"
385,"The Old Shillelagh, LLC",349 Monroe St,48226,Richelle Lewis,200056,Fixed Establishment,04/19/2018,Food Service Establishment,Open,Medium,365,"location
(42.33455, -83.04397)"
3092,The Original Waves Inn,20351 Grand River Ave,48219,Kayla Tutt,052455,Fixed Establishment,05/04/2018,Food Service Establishment,Open,,180,"location
(42.40995, -83.24178)"
51622618,The Platform Concession Stand,3011 W Grand Blvd,48202,"Fisher 2015 Aquisition, LLC",221007,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.36893, -83.07898)"
4388,The Potato Place,107 W Warren Ave,48201-34,DLJM LLC,071981,Fixed Establishment,04/11/2018,Food Service Establishment,Open,High,180,"location
(42.35654, -83.06494)"
5168,The Real McCoy Southern Bar-B-Cue,20817 W Seven Mile,48219,The Real McCoy Southern BBQ In,082625,Fixed Establishment,06/05/2017,Food Service Establishment,Permanently Closed,,180,"location
(42.42906, -83.24766)"
4953,"The Red Hook, Detroit, LLC",8025 Agnes St,48214,Sandra Heaselgrave,081151,Fixed Establishment,05/04/2017,Food Service Establishment,Plan Review,,365,"location
(42.35513, -82.99713)"
51622587,The River House Chicken & Waffles,8900 E Jefferson,48214,,220225,Fixed Establishment,08/14/2017,Food Service Establishment,Permanently Closed,,90,"location
(42.35496, -82.98496)"
4670,The River Krispy Crunchy Chicken,10736 Jefferson E Ave,48214,Gamal A Alturki,200057,Fixed Establishment,04/18/2018,Food Service Establishment,Open,,365,"location
(42.36414, -82.97553)"
5186,The Royce Detroit,76 Adams St W Suite A,48226,Yi Ping Ho,229364,Fixed Establishment,,Food Service Establishment,Open,Medium,365,
2404,The Schvitz ,8295 Oakland Ave,48211,Patrick A. Lynch,218251,Fixed Establishment,05/08/2018,Food Service Establishment,Open,High,180,"location
(42.37942, -83.06848)"
5200,The Skip,1234 Library St,48226,Brendon Edwards,200089,Fixed Establishment,05/07/2018,Food Service Establishment,Open,,365,"location
(42.33413, -83.04644)"
2953,The Sting,6609 Michigan Ave,4821,Shamil Gappy,229224,Fixed Establishment,04/29/2015,Food Service Establishment,Open,,395,"location
(42.33107, -83.1251)"
1717,The Turkey Grill,8290 Woodward Ave,48202,George Lyles,036097,Fixed Establishment,03/27/2018,Food Service Establishment,Open,High,180,"location
(42.37632, -83.07698)"
51622495,The Turkey Grill Food Truck,8290 Woodward Ave,48202,George Lyles,234787,Mobile Food Establishment,03/27/2018,LHD - Mobile Food Establishmen,Seasonal,Medium,395,"location
(42.37632, -83.07698)"
342,The Well,1228 Randolph St,48226,GTV Enterprise Inc.,054617,Fixed Establishment,04/09/2018,Food Service Establishment,Open,Medium,365,"location
(42.33456, -83.04472)"
3903,The Westin Book Cadillac Detroit,1114 Washington Boulevard,48226,"Cadillac Hotel Holdings, LLC",065476,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.33243, -83.05047)"
1415,The Whitney Restaurant,4421 Woodward Ave,48201,Arthur C. Liebler,055100,Fixed Establishment,04/27/2018,Food Service Establishment,Open,High,180,"location
(42.3528, -83.06215)"
51622626,The Whittier Tower Bar,415 Burns Drive,48217,The Whittier LLC,229210,Fixed Establishment,,Food Service Establishment,Open,High,365,"location
(42.35335, -82.98903)"
3425,They Say/Dunco Holding LLC,267 Joseph Campau,48207,Terry Payne:  CEO,055109,Fixed Establishment,05/04/2018,Food Service Establishment,Open,,180,"location
(42.33819, -83.01917)"
865,Thirkell Elementary,7724 Fourteenth St,48206,Detroit Board of Education,034897,Fixed Establishment,05/15/2017,Public School,Open,,180,"location
(42.36675, -83.09655)"
4849,Thomas Magee's Sporting House,1408 E Fisher Service Dr,48207,Greg Molson LLC,2081142,Fixed Establishment,08/16/2018,Food Service Establishment,Open,Medium,365,
1894,Thurgood Marshall Elementary,15531 Linwood,48238,Detroit Board Of Education,037535,Fixed Establishment,04/30/2018,Public School,Open,,210,"location
(42.406, -83.12817)"
3673,Tijuana's Authenic Mexican Kitchen,18940 Ford Rd,48228,Tijuana's Authenic Mexican Kit,071393,Fixed Establishment,,Food Service Establishment,New Owner/Complete Reconstruct,High,180,"location
(42.32929, -83.22479)"
3324,Timbuktu Academy,10800 E Canfield Rd,48214,TIMBUKTU ACADEMY,053559,Fixed Establishment,04/30/2018,Non-Public School,Open,,365,"location
(42.38066, -82.98583)"
3149,Time Out Sports Bar & Grill,16801 Plymouth Rd,48227,Mashelle Sykes,078366,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.37209, -83.21095)"
2242,Tim Hortons,7201 E Jefferson Ave,48214,Copeland TH inc,081044,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,365,"location
(42.34762, -83.00173)"
51622704,Tim Hortons,7285 Greenfield Rd,48228,Haytham Fakih (Tom),jb022318,Fixed Establishment,,Food Service Establishment,Open,Medium,365,"location
(42.34522, -83.19673)"
4352,Tim Hortons,"4830 Cass Ave, Suite A",48201,Kava Restaurants LLC,072659,Fixed Establishment,03/27/2018,Food Service Establishment,Open,Medium,365,"location
(42.35557, -83.06589)"
4474,Tim Hortons,10533 Gratiot Ave,48213,Kava Restaurants LLC,224656,Fixed Establishment,03/14/2018,Food Service Establishment,Open,,365,"location
(42.40135, -83.00059)"
5325,Tim Hortons,49 Monroe St,48226,Kava Restaurant LLC,229351,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.33254, -83.04604)"
51622777,Tim Hortons,"4830 Cass Ave, Suite A",48201,Kava Restaurants LLC,218253,Fixed Establishment,03/27/2018,Food Service Establishment,Open,Medium,365,"location
(42.35557, -83.06589)"
1282,Tim Horton's,15340 Wyoming Ave,48238,Copeland TH Inc,077771,Fixed Establishment,04/30/2018,Food Service Establishment,Open,,365,"location
(42.40326, -83.15965)"
51622788,Tim Horton's #3500,333 E Jefferson Ave,48226,Kava Restaurants LLC,ps062118,Fixed Establishment,,Food Service Establishment,Open,,90,"location
(42.33064, -83.04151)"
3805,Tim Hortons #3500,333 E Jefferson Ste. #280,48226,Nicole Wilski,203406,Fixed Establishment,05/07/2018,Food Service Establishment,Permanently Closed,,365,"location
(42.33064, -83.04151)"
51622796,Tim Hortons / Continental,485 W Milwaukee Ave,48202,Continental Cafe LLC,229390,Fixed Establishment,06/28/2018,Food Service Establishment,Open,Medium,365,"location
(42.36775, -83.07514)"
560,"Tippin Inn, Inc.",18430-34 Mt Elliott,48234,George Augusta,034421,Fixed Establishment,04/15/2016,Food Service Establishment,Permanently Closed,High,180,"location
(42.42857, -83.03866)"
1003,T & J Coney Island,20601 W Eight Mile Rd,48219,Pjeter Markaj,074705,Fixed Establishment,05/30/2017,Food Service Establishment,Open,,180,"location
(42.44327, -83.24579)"
1531,TJ's Grill Works Inc,150 W Jefferson Ave,48226,ZOIS DEMETRIOS,035759,Fixed Establishment,04/30/2015,Food Service Establishment,Permanently Closed,High,120,"location
(42.32842, -83.04655)"
51622719,Toarmina's Pizza,12400 Morang,48224,Trinity Ventures Enterprise,224659,Fixed Establishment,,Food Service Establishment,Permanently Closed,High,180,"location
(42.42866, -82.9554)"
51622840,Toarminas Pizza,2470 Collingwood St,48219,Darius & Latrice McClendon,ps082818,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.3822, -83.11092)"
4291,Tommy's Detroit Bar and Grill,624 Third St,48226,"Geoleon, Inc",073083,Fixed Establishment,05/05/2017,Food Service Establishment,Open,,365,"location
(42.3273, -83.05368)"
802,Tommy T's Pub,3511 Clippert St,4821,Tallen Brenda,034826,Fixed Establishment,04/28/2015,Food Service Establishment,Open,,365,"location
(42.32586, -83.12177)"
520,Tom's Tavern,10093 W Seven Mile Rd,48221,The Sisyphus Group,034350,Fixed Establishment,05/05/2017,Food Service Establishment,Open,,365,"location
(42.43128, -83.16194)"
51622814,Tony V's Tavern,5756 Cass Ave,48202,Tony V's Tavern LLC,229345,Fixed Establishment,07/18/2018,Food Service Establishment,Open,High,180,"location
(42.36232, -83.06983)"
4857,Tony V's Tavern,5756 Cass Ave ,48202,John Lulgjuraj,078756,Fixed Establishment,,Food Service Establishment,Open,High,180,"location
(42.36232, -83.06983)"
4889,Top China One,3157 Woodward Ave,48201,Cun Di Chen,078536,Fixed Establishment,04/11/2018,Food Service Establishment,Open,High,180,"location
(42.34553, -83.05672)"
51622698,Torta Express,23601 Cedar Ridge Dr,48174,Jessica Villagomex,229274,Special Transitory Food Unit,10/29/2018,LHD - Mobile Food Establishmen,Open,Medium,395,
5014,Touch Of Class Catering,1400 Oakman Blvd,48238,Mandell Crawford,081572,Fixed Establishment,,Food Service Establishment,Permanently Closed,,180,"location
(42.39968, -83.12372)"
51622479,Tou & Mai,4240 Cass Ste 102,48201,Cedric Lee,218255,Fixed Establishment,04/30/2018,Food Service Establishment,Open,Medium,365,"location
(42.35134, -83.06362)"
4612,Town Hall Caffe,19180 Grand River Ave,48223,Cody Williams,217891,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.40575, -83.23013)"
5092,Townhouse Detroit Ste. 200,500 Woodward Ave,48226,Field of Mars LLC,081276,Fixed Establishment,04/19/2018,Food Service Establishment,,,180,"location
(42.33006, -83.04494)"
1701,Town Pump Tavern,100 Montcalm W,48201,Sean Harrington,036067,Fixed Establishment,05/07/2018,Food Service Establishment,Open,High,180,"location
(42.33822, -83.05403)"
782,Toya's Bar & Grill,14906 Schaefer Hwy,48227,Toya Green,202805,Fixed Establishment,04/26/2018,Food Service Establishment,Open,,365,"location
(42.3988, -83.17866)"
327,"Toy Box II Bar and Grill, Inc.",24351 W McNichols Rd,48219,"Rusty Lavoy, Pr.",081059,Fixed Establishment,05/07/2018,Food Service Establishment,Open,Medium,365,"location
(42.41414, -83.2808)"
793,Trade Union Leadership Council,8670 Grand River Ave,48204,Trade Union Leadership Council,034815,Fixed Establishment,,Food Service Establishment,Open,,365,"location
(42.36286, -83.12361)"
235,Traffic Jam-Snug,4268 Second Ave,48201,TRAFFIC JAM-SNUG OF MICH. INC,033866,Fixed Establishment,05/04/2018,Food Service Establishment,Open,High,120,"location
(42.35026, -83.06596)"
4657,Traffic Jam-Snug/Bakery,511 W Canfield St,48201,TRAFFIC JAM-SNUG OF MICH. INC,078718,Fixed Establishment,05/04/2018,Food Service Establishment,Open,High,120,"location
(42.35086, -83.06597)"
4658,Traffic Jam-Snug/Brewery,4268 Second Ave,48201,TRAFFIC JAM-SNUG OF MICH. INC,078719,Fixed Establishment,05/04/2018,Food Service Establishment,Open,High,120,"location
(42.35026, -83.06596)"
5056,Treat Dreams,4160 Cass Ave,48201,Michael Scott Moloney,080851,Fixed Establishment,04/30/2018,Food Service Establishment,Open,Medium,365,"location
(42.35039, -83.06315)"
51622764,Tres Leches 'n Snacks,1210 Lawndale Detroit MI 48209,48209,Jaime Diaz-Herrera,232732,Mobile Food Establishment,,LHD - Mobile Food Establishmen,Plan Review,,395,"location
(42.3016, -83.12722)"
5270,Trilogy,5601 Democracy Dr Ste. 105,75024,7 Eleven,203404,Special Transitory Food Unit,,LHD - Special Transitory Food,Open,,365,
5024,Trinosophes LLC,1464 Gratiot Ave,48207,Trinosophes LLC,082994,Fixed Establishment,04/30/2018,Food Service Establishment,Plan Review,Medium,365,"location
(42.34434, -83.03764)"
4136,Triple H Deli DBA Birmingham Deli,333 E Jefferson M 242,48226,Sam Haidous,067555,Fixed Establishment,05/30/2018,Food Service Establishment,Open,,365,
4411,Triumph Church,2760 E Grand Blvd,48211,Triumph Church,082487,Fixed Establishment,05/08/2018,Food Service Establishment,Open,Medium,365,"location
(42.37499, -83.06183)"
1165,Trix Elementary,13700 Bringard,48205,Detroit Board of Education,035251,Fixed Establishment,04/29/2016,Public School,Open,Medium,210,"location
(42.44551, -82.98457)"
688,Trumpp's,21413 W Eight Mile Rd,48219,Jason G. Saad,071791,Fixed Establishment,04/27/2017,Food Service Establishment,Open,,180,"location
(42.44307, -83.25428)"
51622749,Trust Night Club,205 W Congress,4821,Essex Alliance USA Holdings,229256,Fixed Establishment,07/12/2018,Food Service Establishment,Open,High,180,"location
(42.32898, -83.04812)"
1462,Tubby's,601 Schaefer Hwy S,48217,Ang Shaefer Inc,075151,Fixed Establishment,07/10/2015,Food Service Establishment,Open,,180,"location
(42.44527, -83.18108)"
3733,Tubby's Submarine,3250 E Jefferson Ave,48207,Detroit Sub Inc./ Shaun Attiq,068646,Fixed Establishment,04/12/2018,Food Service Establishment,Open,,180,"location
(42.34119, -83.01463)"
1739,Tubby's Submarine #121,20325 W Eight Mile Rd,48219,8 Mile Sub Inc./Mark Pauls,036133,Fixed Establishment,04/28/2017,Food Service Establishment,Open,,365,"location
(42.44344, -83.24356)"
446,Tubby's Sub Shop #37,17195 Harper Ave,48224,Ang Harper Inc.,081076,Fixed Establishment,04/25/2017,Food Service Establishment,Open,Medium,365,"location
(42.4175, -82.93513)"
1501,Tubby's Sub Shop #75,16543 Grand River Ave,48227,Dt. Sub USA #75 Inc/Ayad Matti,035715,Fixed Establishment,05/28/2017,Food Service Establishment,Open,Medium,365,"location
(42.39694, -83.20954)"
951,Turning Point Academy,12300 Linnhurst,48205,Detroit Board of Education,034988,Fixed Establishment,04/28/2016,Public School,Permanently Closed,Medium,180,"location
(42.43043, -82.99899)"
2655,TV Lounge,2548Grand River,48201,Ivory Graves,078814,Fixed Establishment,08/15/2018,Food Service Establishment,Open,High,180,
322,"Twentieth Century Club, (Gem Theatre)",333 Madison,48226,Charles Forbes,034017,Fixed Establishment,04/25/2018,Food Service Establishment,Open,,180,"location
(42.33767, -83.04619)"
2131,Twisted Dairy,13801 W McNichols Rd,48235,Irving Seals,203696,Fixed Establishment,04/30/2018,Food Service Establishment,Seasonal,,365,"location
(42.41637, -83.18203)"
605,Two Way Inn,17897 Mt Elliott St,48212,Mary R. Aganowski,049405,Fixed Establishment,04/28/2017,Food Service Establishment,Open,,365,"location
(42.42626, -83.03894)"
5191,UAW Local 7,2600 Conner Ave,48215,,220227,Fixed Establishment,04/23/2018,Food Service Establishment,Plan Review,,530,"location
(42.37654, -82.96244)"
643,UAW Local Union #1700,8230 E Eight Mile Rd,48234,UAW Local Union #1700,034556,Fixed Establishment,04/26/2016,Food Service Establishment,Open,Low,530,"location
(42.44798, -83.02082)"
